Format Version,1.24,Take Name,Take 2025-02-16 04.33.44 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-02-16 04.33.44.861 PM,Capture Start Frame,240899,Total Frames in Take,3062,Total Exported Frames,3062,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
158,1.316667,0.009573,-0.768227,0.006591,-0.640072,2166.778809,822.157349,1387.295898,2137.549805,987.960754,1582.815308,2139.655518,978.391174,1224.959961,2168.734863,789.501404,1458.559937,2177.951416,793.165466,1286.773560,2210.001709,561.768188,1383.369995,-0.009132,-0.764631,0.011547,-0.644300,2088.697266,706.387817,1363.666260,2098.036133,936.688721,1244.765503,2089.232422,917.753540,1504.631104,2079.957764,681.457153,1351.029419,2068.373291,493.215271,1463.908081,2107.886475,502.823944,1253.997681,2094.640137,937.299744,1246.586670,2088.937012,918.810608,1504.384644,2097.899414,680.504578,1352.599731,2064.151611,493.329895,1462.859619,2104.660156,497.555878,1252.024048,2134.791992,990.360046,1579.118286,2139.237305,983.037781,1224.798340,2172.275391,788.375549,1460.873657,2177.563965,792.745667,1287.442139,2209.711914,560.511230,1382.800781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,1.325000,0.012801,-0.767700,0.008901,-0.640619,2168.097900,821.811890,1386.670044,2138.237305,989.051819,1580.866089,2140.907959,976.739746,1223.098389,2170.010986,789.708069,1458.185669,2179.482178,792.071960,1286.390259,2211.850830,561.488403,1384.809082,-0.009134,-0.762592,0.011852,-0.646707,2091.156738,706.460876,1363.410034,2101.332520,936.692261,1244.443115,2090.883789,917.904602,1504.258423,2082.487549,681.526489,1350.731934,2070.120117,493.351685,1463.639648,2110.959717,502.828949,1253.977051,2096.722900,937.228394,1246.280762,2090.587402,918.643494,1504.192383,2099.695312,680.575195,1352.192017,2066.050537,493.571198,1462.669067,2106.562988,497.558868,1251.758179,2136.574707,990.653015,1578.348633,,,,2174.235840,788.062012,1461.759766,2179.113525,792.723877,1287.387817,2211.206543,560.356567,1383.226440,,,,,,,,,,,,,,,,2141.281250,983.797913,1222.882812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,1.333333,0.013624,-0.767096,0.010259,-0.641306,2169.987305,821.704590,1386.398315,2139.843262,989.565552,1580.013916,2143.169678,976.131165,1222.292236,2171.753662,789.824158,1458.017700,2181.543457,791.645386,1286.233521,2213.625732,561.356934,1385.434082,-0.009526,-0.762660,0.012353,-0.646611,2092.712402,706.466187,1363.281738,2103.146973,936.654419,1244.253906,2092.736084,917.945862,1504.076538,2084.009277,681.539429,1350.612183,2071.433838,493.408844,1463.570312,2112.235840,502.781921,1253.895996,2098.372559,937.288757,1246.186279,2092.462646,918.680786,1503.992554,2101.038574,680.580139,1352.062866,2067.308350,493.663727,1462.616699,2108.175537,497.571564,1251.755249,2138.453857,990.743958,1578.128662,,,,2176.243896,788.249573,1461.570557,2181.041016,792.653076,1287.349609,2212.872314,560.078796,1383.852173,,,,,,,,,,,,,,,,2143.331543,984.635071,1221.086914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,1.341667,0.013835,-0.766579,0.010958,-0.641907,2172.026367,821.488159,1386.409912,2141.664551,989.624512,1579.752319,2145.555664,975.709473,1222.054565,2173.660645,789.702637,1458.074585,2183.726318,791.288635,1286.303955,2215.524170,561.115723,1385.863647,-0.010726,-0.763682,0.012658,-0.645379,2093.579590,706.362610,1363.002808,2104.151367,936.662354,1244.203003,2094.523682,917.681152,1504.036011,2084.780273,681.469788,1350.332764,2072.142822,493.239227,1463.117310,2112.299561,502.759949,1253.324951,2099.901611,937.349487,1246.106201,2094.264648,918.817078,1503.963379,2102.924072,680.585571,1352.053955,2069.657959,493.375519,1462.192139,2109.536621,497.578186,1251.909668,2140.304443,990.626160,1578.352417,,,,2178.208496,788.478271,1461.055298,2183.053223,792.611023,1287.263550,2214.679199,559.668823,1384.548462,,,,,,,,,,,,,,,,2145.270996,984.981262,1220.112061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,1.350000,0.014679,-0.766572,0.011928,-0.641880,2173.907959,821.554810,1386.189575,2143.542969,990.186096,1579.099976,2147.425781,975.351990,1221.439087,2175.545654,789.953674,1457.935669,2185.606689,791.098633,1286.161255,2217.417969,561.183960,1386.311401,-0.010683,-0.763690,0.012723,-0.645369,2095.251221,706.407837,1362.993896,2105.823730,936.689209,1244.158569,2096.203369,917.748047,1503.994751,2086.451172,681.513245,1350.328003,2073.813721,493.300201,1463.141846,2113.964600,502.787994,1253.346924,2101.453125,937.375122,1246.100830,2095.939209,918.897156,1503.925415,2104.367676,680.642212,1352.118896,2071.613037,493.448242,1462.263062,2111.043945,497.546082,1252.020020,2142.280273,990.822571,1577.584595,,,,2180.141113,788.937622,1460.038696,2184.904541,792.760071,1287.208008,2216.338135,559.301147,1385.190308,,,,,,,,,,,,,,,,2146.995117,984.334106,1220.894531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,1.358333,0.016340,-0.766570,0.013915,-0.641802,2175.865723,821.498901,1385.589111,2145.520752,991.127686,1577.626221,2149.368164,974.440552,1220.046509,2177.510254,790.269897,1457.497803,2187.554443,790.524780,1285.718872,2219.374023,561.131836,1387.055786,-0.010053,-0.764731,0.012409,-0.644152,2097.073975,706.410156,1363.059448,2106.951660,936.671997,1244.126465,2098.191406,917.791443,1503.997437,2088.267334,681.500000,1350.428711,2076.248047,493.302002,1463.335083,2115.711914,502.784912,1253.409668,2102.830078,937.356323,1246.099365,2097.979736,918.840515,1503.910278,2106.522217,680.570557,1351.949585,2073.370850,493.490692,1462.430664,2112.765625,497.351715,1251.754883,2144.284668,991.472351,1575.910522,,,,2181.878662,789.074463,1459.835938,2186.653076,792.765442,1287.059082,2217.967285,559.085022,1385.773193,,,,,,,,,,,,,,,,2148.505859,983.610229,1222.202759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,1.366667,0.013473,-0.767799,0.012409,-0.640429,2178.005371,822.248108,1386.519165,2148.792969,990.801086,1579.675903,2151.295654,976.243958,1221.991333,2179.832275,790.585388,1458.233643,2189.251465,791.842651,1286.423584,2220.854492,561.767761,1386.271362,-0.008467,-0.763611,0.011672,-0.645515,2100.213379,706.458069,1363.310059,2109.728516,936.637024,1244.187378,2100.121338,917.977905,1504.044434,2091.535156,681.506104,1350.672974,2079.757080,493.377563,1463.720581,2119.924316,502.791290,1253.925415,2104.791504,937.214844,1245.984253,2099.709961,918.839417,1503.920898,2108.312012,680.781982,1352.220093,2075.108398,493.481964,1462.573730,2114.460693,497.208038,1251.694580,2146.210449,991.929077,1574.987305,2150.123291,982.779053,1224.153320,2183.553711,789.127258,1459.987915,2188.604004,792.765625,1286.920776,2219.715332,558.733765,1386.283447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,1.375000,0.013217,-0.767959,0.012121,-0.640248,2179.570068,822.199524,1386.828491,2150.456787,990.604919,1580.128906,2152.785156,976.322632,1222.432007,2181.430664,790.481689,1458.517700,2190.766113,791.870667,1286.704224,2222.410400,561.718079,1386.359741,-0.008113,-0.764928,0.011449,-0.643963,2101.487061,706.563599,1363.587402,2110.329102,936.742920,1244.413330,2101.796387,918.091980,1504.308594,2092.778076,681.603760,1350.987183,2081.614014,493.472626,1464.092896,2120.917969,502.906189,1254.135132,2106.479736,937.285950,1245.979980,2101.376465,919.027710,1504.155273,2109.909180,680.940063,1352.466919,2076.994141,493.557556,1463.082520,2116.019775,497.314514,1251.844360,2148.120361,991.687073,1575.645630,2151.646240,982.359863,1225.353760,2185.212891,789.016052,1460.290039,2190.270996,792.829163,1286.803101,2221.462891,558.695374,1386.541260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,1.383333,0.015449,-0.766745,0.014044,-0.641612,2181.228027,821.100769,1386.466064,2151.237793,990.594360,1578.678101,2154.885986,974.239624,1221.081055,2182.859131,789.801270,1458.344360,2192.820557,790.203186,1286.560913,2224.335449,560.665710,1387.665405,-0.008839,-0.765750,0.011786,-0.642970,2102.532715,706.530029,1363.629639,2111.426514,936.749817,1244.537842,2103.531494,917.993286,1504.445557,2093.752441,681.589478,1351.040649,2082.586182,493.424255,1464.089111,2121.366211,502.892792,1254.035767,2107.971924,937.377686,1246.071289,2103.213623,919.038879,1504.306274,2112.070557,680.913147,1352.501343,2079.143066,493.450867,1463.098145,2117.695068,497.572113,1252.361694,2150.052734,990.962830,1577.296875,,,,2186.921143,788.701233,1461.350586,2191.513184,793.038879,1286.765747,2222.989990,558.962891,1386.548828,,,,,,,,,,,,,,,,2153.051514,982.624573,1225.195679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,1.391667,0.012128,-0.769156,0.010730,-0.638856,2182.859863,822.010559,1387.929443,2154.452393,989.732483,1581.927734,2155.464600,976.710693,1224.176636,2184.985352,790.040405,1459.499023,2193.688721,792.035156,1287.658325,2225.708008,561.534546,1386.385132,-0.008945,-0.765485,0.011738,-0.643284,2104.454102,706.461792,1363.743042,2113.469238,936.704224,1244.704102,2105.357910,917.897095,1504.601440,2095.681641,681.524658,1351.141846,2084.403809,493.338135,1464.143921,2123.357666,502.844330,1254.124268,2109.078369,937.524475,1246.336426,2105.027100,918.782898,1504.459961,2113.694092,680.892578,1352.756714,2080.881592,493.275818,1463.349609,2119.300293,497.761017,1252.193359,2152.030273,990.538391,1578.533569,2154.656982,983.310852,1224.253296,2188.683594,788.332825,1462.157837,2192.641113,793.096497,1286.829102,2224.654053,559.000183,1386.673096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,1.400000,0.014372,-0.769157,0.011744,-0.638790,2184.088135,821.049683,1387.616089,2155.342773,989.567383,1580.873535,2156.339600,974.963806,1223.183472,2186.291504,789.401428,1459.326172,2194.969482,790.653992,1287.477173,2227.497070,560.662292,1387.219482,-0.009088,-0.765936,0.011860,-0.642743,2106.264160,706.266174,1364.000244,2115.198730,936.507263,1244.952515,2107.446777,917.698608,1504.860840,2097.464600,681.332520,1351.410889,2086.274170,493.148376,1464.425537,2124.936279,502.643463,1254.351440,2110.481445,937.405518,1246.662109,2107.166260,918.587830,1504.712891,2115.413574,680.782654,1353.145264,2082.550537,493.134125,1463.696533,2121.138916,497.372437,1252.281250,2154.105957,990.118652,1579.620239,,,,2190.337891,788.183594,1462.202271,2193.968018,793.010071,1287.179199,2226.529541,559.013184,1386.539795,,,,,,,,,,,,,,,,2156.330811,983.580994,1223.405273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,1.408333,0.011716,-0.770846,0.010063,-0.636834,2186.199219,821.995728,1388.263916,2158.793945,989.414734,1582.667603,2157.919922,976.944031,1224.896606,2188.706543,789.915710,1459.771973,2196.502686,792.176331,1287.890991,2229.072266,561.528259,1386.092285,-0.008892,-0.766201,0.011820,-0.642430,2108.238770,706.163208,1364.422119,2116.995117,936.386108,1245.326050,2109.463135,917.621338,1505.243896,2099.437500,681.224304,1351.844482,2088.405762,493.056458,1464.901978,2126.891602,502.527466,1254.794312,2111.928223,937.286804,1247.092407,2109.115234,918.580444,1505.092285,2116.850342,680.683838,1353.606079,2084.708496,493.065094,1464.196655,2122.775635,497.221344,1252.640503,2156.174561,990.389954,1579.410889,2157.672363,983.305420,1224.493530,2192.091553,788.339172,1461.708496,2195.195557,793.017334,1287.741821,2228.251465,558.920532,1386.393555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,1.416667,0.011827,-0.771562,0.010262,-0.635962,2187.903564,821.955994,1388.638794,2160.956299,989.466675,1583.027588,2159.274414,976.833313,1225.265137,2190.568359,789.908142,1460.155640,2197.977051,792.089661,1288.256470,2230.741211,561.482483,1386.489014,-0.008748,-0.766744,0.011724,-0.641786,2109.919922,706.236450,1364.887939,2118.397461,936.460693,1245.774292,2111.310303,917.696838,1505.704712,2101.106201,681.294312,1352.325439,2090.328857,493.124298,1465.403809,2128.457275,502.605499,1255.231567,2113.279541,937.279541,1247.566162,2110.900146,918.729736,1505.553833,2118.383545,680.646973,1354.005737,2086.214600,493.144592,1464.663452,2123.944824,497.328522,1252.919556,2158.228760,991.076416,1578.234497,2158.998535,983.209534,1224.895630,2193.556885,787.880005,1462.980713,2196.805664,792.882019,1288.274170,2229.955566,559.191162,1386.119141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,1.425000,0.014907,-0.770451,0.012755,-0.637197,2189.228760,821.344727,1387.707764,2161.364502,990.313049,1580.700684,2160.891113,974.903198,1223.043335,2191.708008,789.856934,1459.479492,2199.683838,790.717529,1287.593994,2232.495605,560.933350,1387.720825,-0.008498,-0.768555,0.011709,-0.639620,2111.086914,706.311707,1365.455078,2118.802490,936.513062,1246.245483,2113.191895,917.803406,1506.215942,2102.211426,681.363464,1352.947998,2092.146240,493.214081,1466.126221,2129.082031,502.663910,1255.739868,2114.428223,937.254700,1248.093750,2112.828369,918.833557,1506.034790,2119.551514,680.639038,1354.420898,2088.225098,493.227844,1465.399170,2125.039307,497.599060,1253.743530,2160.177979,991.327698,1578.072632,,,,2195.243164,787.539551,1464.333862,2198.995605,792.865112,1288.972778,2231.818115,559.538086,1385.901978,,,,,,,,,,,,,,,,2160.068604,983.163574,1225.317139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,1.433333,0.014084,-0.770527,0.012612,-0.637127,2191.046875,821.382874,1388.186035,2163.402832,990.136353,1581.398438,2162.846191,975.181091,1223.721924,2193.505371,789.801270,1459.917236,2201.450195,790.871460,1288.031616,2234.029785,560.924622,1387.860474,-0.007423,-0.769575,0.010946,-0.638419,2113.354492,706.407532,1366.096558,2120.090576,936.609070,1246.828003,2115.351318,917.926758,1506.817749,2104.505127,681.434143,1353.621460,2095.290039,493.277374,1466.859985,2131.535645,502.789795,1256.356201,2115.532959,937.309753,1248.603027,2114.963867,918.693298,1506.623657,2120.843262,680.815979,1355.064453,2089.847412,493.426514,1465.868286,2126.022461,497.551788,1254.182129,2162.276611,991.506775,1577.727173,,,,2196.676514,786.979126,1466.046265,2200.976807,792.920288,1289.428589,2233.617920,559.751343,1386.008179,,,,,,,,,,,,,,,,2161.210938,983.370422,1225.440308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,1.441667,0.012875,-0.770810,0.012218,-0.636818,2193.052979,821.311707,1388.985474,2165.799072,989.688171,1582.582031,2164.929688,975.500977,1224.874756,2195.526367,789.572937,1460.646851,2203.332520,791.000977,1288.757324,2235.677002,560.795898,1388.066284,-0.007447,-0.770825,0.010466,-0.636917,2114.830566,706.319275,1366.697021,2120.972656,936.621948,1247.591675,2117.257568,917.724548,1507.582520,2105.946533,681.351135,1354.236084,2097.278076,493.096710,1467.355347,2132.697266,502.801544,1256.719849,2116.804443,937.286194,1249.303589,2116.769775,918.781311,1507.295044,2122.109619,680.912781,1355.795288,2092.375244,493.095947,1466.382812,2127.961670,497.419647,1254.605591,2164.362549,991.643066,1577.430908,,,,2198.301270,786.617310,1467.162720,2202.892822,792.839966,1289.667847,2235.318359,559.694580,1386.287354,,,,,,,,,,,,,,,,2162.333008,983.455444,1225.609009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,1.450000,0.012568,-0.771215,0.011817,-0.636341,2194.666260,821.191467,1389.667114,2167.653076,989.372498,1583.467163,2166.334961,975.545593,1225.747192,2197.229980,789.380615,1461.293335,2204.820068,790.981812,1289.395630,2237.292236,560.677368,1388.432007,-0.008221,-0.772049,0.010320,-0.635426,2115.812012,706.106445,1367.218872,2121.731934,936.552612,1248.380005,2118.996094,917.331482,1508.359375,2106.854736,681.163025,1354.760742,2098.428711,492.775208,1467.675903,2133.048584,502.709320,1256.918335,2118.369141,937.244385,1249.814575,2118.535400,918.763855,1508.005005,2123.211426,680.974426,1356.447388,2094.646729,492.581573,1466.932495,2129.643799,497.368958,1254.922485,2166.509766,990.941589,1579.826050,,,,2200.043457,786.281128,1467.998657,2204.412842,792.711853,1289.800171,2236.940918,559.717896,1386.833374,,,,,,,,,,,,,,,,2163.406006,983.478882,1225.723267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,1.458333,0.012641,-0.772160,0.011729,-0.635194,2196.150146,821.080444,1390.287842,2169.684082,989.249817,1584.173462,2167.303955,975.435364,1226.458374,2198.932373,789.267456,1461.905029,2206.010986,790.876099,1289.985596,2238.817871,560.573792,1388.916626,-0.008249,-0.773028,0.010111,-0.634238,2117.266602,706.088135,1367.816162,2122.772705,936.582947,1249.051880,2120.839844,917.257507,1509.030640,2108.276367,681.147827,1355.375732,2100.237305,492.713104,1468.240967,2134.207275,502.738708,1257.381958,2119.533203,937.264343,1250.449341,2120.377197,918.676697,1508.757935,2124.888184,680.929443,1356.875122,2096.595947,492.592255,1467.534790,2130.678467,497.206177,1255.374268,2168.559814,990.773926,1580.704712,,,,2201.702637,786.165344,1468.688965,2205.567383,792.658020,1289.970459,2238.438232,559.737671,1387.503662,,,,,,,,,,,,,,,,2164.617676,983.858215,1225.182007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,1.466667,0.013493,-0.773015,0.012636,-0.634118,2197.568604,821.184448,1390.430664,2171.615234,989.833130,1583.968872,2168.254639,975.127686,1226.297241,2200.551514,789.550232,1462.118896,2207.157959,790.731567,1290.177246,2240.263672,560.680054,1389.590820,-0.008424,-0.772136,0.010699,-0.635312,2119.610840,706.112671,1368.454102,2125.680176,936.515686,1249.539307,2123.003662,917.380615,1509.525513,2110.630127,681.172424,1356.006592,2102.086426,492.827759,1468.985107,2136.653320,502.666351,1258.214233,2120.669678,937.356201,1251.129150,2122.499023,918.614075,1509.369141,2126.475830,680.710693,1357.599487,2098.788818,492.737885,1468.293457,2131.902100,497.304932,1256.132812,2170.581055,991.053406,1580.972900,,,,2203.521729,786.687927,1468.278931,2206.698242,792.438171,1290.255615,2239.821533,559.943298,1388.325562,,,,,,,,,,,,,,,,2165.592529,983.661743,1226.606689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,1.475000,0.013738,-0.774323,0.011979,-0.632528,2198.781006,821.114807,1391.310303,2173.437256,989.599792,1585.071777,2168.613037,975.138184,1227.407104,2202.096436,789.434326,1462.963501,2207.989746,790.742249,1290.996826,2241.768066,560.659790,1390.112305,-0.007733,-0.773220,0.010367,-0.634006,2121.478027,706.188477,1369.082886,2126.801514,936.561951,1250.074951,2125.038086,917.506714,1510.074951,2112.491943,681.230957,1356.674072,2104.611816,492.910339,1469.740601,2138.446777,502.732086,1258.850220,2121.728271,937.327454,1251.841187,2124.525879,918.567810,1509.857300,2128.133301,680.656982,1358.187378,2100.728271,492.819794,1468.845093,2133.177246,497.676849,1256.950562,2172.547363,990.515564,1583.358154,,,,2205.257080,786.885193,1468.333008,2207.499268,792.521912,1290.665039,2241.274658,559.788818,1389.063721,,,,,,,,,,,,,,,,2166.889893,983.802734,1227.306396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,1.483333,0.014110,-0.775617,0.011324,-0.630945,2200.118164,820.817505,1392.247192,2175.348389,989.166016,1586.201416,2169.070801,974.887329,1228.551880,2203.770752,789.103638,1463.869141,2208.954102,790.510437,1291.880371,2243.446045,560.420715,1390.732910,-0.007225,-0.774756,0.010003,-0.632140,2122.947998,706.189026,1369.657715,2127.412109,936.565979,1250.621338,2126.929932,917.514832,1510.627075,2113.932617,681.220154,1357.292847,2106.831299,492.892639,1470.399780,2139.633545,502.751007,1259.347900,2122.952881,937.272583,1252.401733,2126.428711,918.491821,1510.366089,2129.339844,680.713318,1358.690918,2102.612793,492.908875,1469.411133,2134.544678,497.528168,1257.516602,2174.457520,990.135498,1584.578979,,,,2206.891113,786.560059,1469.262207,2208.437012,792.479919,1291.321655,2243.004883,559.421509,1389.796631,,,,,,,,,,,,,,,,2167.854492,983.378845,1228.797241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1.491667,0.014480,-0.776805,0.011607,-0.629467,2201.574707,820.512695,1392.932861,2177.515137,989.036194,1586.824463,2169.883789,974.427002,1229.214722,2205.503662,788.865356,1464.569580,2210.034912,790.114380,1292.561279,2244.936279,560.121033,1391.494141,-0.007513,-0.775828,0.010281,-0.630816,2124.095947,706.164185,1370.144531,2128.340820,936.534546,1251.087158,2128.728760,917.490173,1511.093628,2115.018311,681.202271,1357.811035,2108.150146,492.883392,1470.946655,2140.241455,502.709991,1259.784058,2124.166748,937.203064,1252.871826,2128.260254,918.500061,1510.913818,2130.569092,680.572510,1359.141479,2104.816895,492.943665,1470.025879,2135.573242,497.436554,1258.081787,2176.583496,990.070129,1585.133423,,,,2208.705811,786.350952,1469.955200,2209.477295,792.188904,1292.157837,2244.460938,558.991516,1390.410400,,,,,,,,,,,,,,,,2169.200684,983.311829,1229.390503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,1.500000,0.014709,-0.777835,0.012429,-0.628173,2203.063965,820.234558,1393.446655,2179.766113,989.081299,1587.149902,2170.947510,973.913818,1229.590698,2207.205322,788.697327,1465.119995,2211.171387,789.671692,1293.095947,2246.229004,559.808838,1392.276611,-0.007714,-0.775859,0.010434,-0.630773,2125.720703,706.202942,1370.589600,2130.069336,936.573181,1251.536011,2130.474854,917.524048,1511.542114,2116.629395,681.245850,1358.256714,2109.677734,492.928375,1471.389526,2141.752197,502.742645,1260.223877,2125.360840,937.432068,1253.461426,2130.026611,918.555847,1511.401978,2132.187012,680.580261,1359.481323,2106.677490,492.967255,1470.501953,2137.314941,497.403046,1258.705688,2178.817871,990.060425,1585.427734,,,,2210.418457,786.416199,1469.949829,2210.507568,791.957886,1293.151001,2245.678955,558.635132,1391.025269,,,,,,,,,,,,,,,,2170.172852,982.989624,1230.480103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,1.508333,0.015805,-0.778644,0.014602,-0.627097,2204.570801,819.919739,1393.181519,2181.968262,989.713196,1586.138306,2172.183594,972.850830,1228.680054,2208.868652,788.720093,1464.993286,2212.378662,788.870178,1292.956543,2247.454102,559.444885,1393.139404,-0.007647,-0.775913,0.010372,-0.630708,2127.344727,706.195129,1371.043701,2131.631348,936.567932,1251.992676,2132.084473,917.515015,1511.998413,2118.255615,681.236572,1358.711914,2111.357422,492.916229,1471.843262,2143.394043,502.739319,1260.672241,2126.626465,937.413879,1253.926025,2131.657959,918.566467,1511.879150,2133.874268,680.501160,1360.150635,2108.287598,492.920746,1470.889648,2138.886230,497.358337,1259.053711,2180.890869,990.655823,1583.436523,,,,2212.135010,786.429382,1470.138306,2211.586182,791.831055,1294.197632,2246.957520,558.249512,1391.729980,,,,,,,,,,,,,,,,2171.424316,983.136169,1230.648560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
